"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"AUT","Austria","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.6,,
"BEL","Belgium","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2.3,,
"CAN","Canada","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2.5,,
"CZE","Czech Republic","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.4,,
"DNK","Denmark","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2,,
"FIN","Finland","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.9,,
"FRA","France","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.8,,
"DEU","Germany","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.8,,
"GRC","Greece","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.2,,
"HUN","Hungary","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1,,
"ISL","Iceland","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.6,,
"IRL","Ireland","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2.1,,
"ITA","Italy","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.4,,
"JPN","Japan","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.8,,
"KOR","Korea","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.4,,
"LUX","Luxembourg","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2,,
"MEX","Mexico","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1,,
"NLD","Netherlands","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2,,
"NZL","New Zealand","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"NOR","Norway","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2,,
"POL","Poland","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1,,
"PRT","Portugal","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.6,,
"SVK","Slovak Republic","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.2,,
"ESP","Spain","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.9,,
"SWE","Sweden","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.7,,
"CHE","Switzerland","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.9,,
"TUR","Turkey","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.1,,
"GBR","United Kingdom","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.9,,
"USA","United States","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"BRA","Brazil","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"CHL","Chile","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.3,,
"EST","Estonia","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.6,,
"ISR","Israel","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.1,,
"RUS","Russia","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.9,,
"SVN","Slovenia","HO_NUMR","Rooms per person","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.4,,
"AUS","Australia","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"AUT","Austria","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"BEL","Belgium","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"CAN","Canada","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2.5,"E","Estimated value"
"CZE","Czech Republic","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"DNK","Denmark","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"FIN","Finland","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"FRA","France","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.8,"E","Estimated value"
"DEU","Germany","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.8,"E","Estimated value"
"GRC","Greece","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.2,"E","Estimated value"
"HUN","Hungary","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1,"E","Estimated value"
"ISL","Iceland","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"IRL","Ireland","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2.1,"E","Estimated value"
"ITA","Italy","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"JPN","Japan","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.8,"E","Estimated value"
"KOR","Korea","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"LUX","Luxembourg","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"MEX","Mexico","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1,"E","Estimated value"
"NLD","Netherlands","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"NZL","New Zealand","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"NOR","Norway","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"POL","Poland","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1,"E","Estimated value"
"PRT","Portugal","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"SVK","Slovak Republic","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.2,"E","Estimated value"
"ESP","Spain","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"SWE","Sweden","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.7,"E","Estimated value"
"CHE","Switzerland","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"TUR","Turkey","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.1,"E","Estimated value"
"GBR","United Kingdom","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"USA","United States","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"BRA","Brazil","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"CHL","Chile","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.3,"E","Estimated value"
"EST","Estonia","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"ISR","Israel","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.1,"E","Estimated value"
"RUS","Russia","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.9,"E","Estimated value"
"SVN","Slovenia","HO_NUMR","Rooms per person","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"AUS","Australia","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"AUT","Austria","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"BEL","Belgium","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"CAN","Canada","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.5,"E","Estimated value"
"CZE","Czech Republic","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"DNK","Denmark","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"FIN","Finland","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"FRA","France","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.8,"E","Estimated value"
"DEU","Germany","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.8,"E","Estimated value"
"GRC","Greece","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.2,"E","Estimated value"
"HUN","Hungary","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,"E","Estimated value"
"ISL","Iceland","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"IRL","Ireland","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.1,"E","Estimated value"
"ITA","Italy","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"JPN","Japan","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.8,"E","Estimated value"
"KOR","Korea","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"LUX","Luxembourg","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"MEX","Mexico","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,"E","Estimated value"
"NLD","Netherlands","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"NZL","New Zealand","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"NOR","Norway","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2,"E","Estimated value"
"POL","Poland","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,"E","Estimated value"
"PRT","Portugal","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"SVK","Slovak Republic","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.2,"E","Estimated value"
"ESP","Spain","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"SWE","Sweden","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.7,"E","Estimated value"
"CHE","Switzerland","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"TUR","Turkey","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.1,"E","Estimated value"
"GBR","United Kingdom","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.9,"E","Estimated value"
"USA","United States","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.3,"E","Estimated value"
"BRA","Brazil","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"CHL","Chile","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.3,"E","Estimated value"
"EST","Estonia","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.6,"E","Estimated value"
"ISR","Israel","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.1,"E","Estimated value"
"RUS","Russia","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.9,"E","Estimated value"
"SVN","Slovenia","HO_NUMR","Rooms per person","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.4,"E","Estimated value"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,31197,,
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,29256,,
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,27811,,
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,30212,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,17262,,
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,25172,,
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,26904,,
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,29322,,
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,30721,,
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,19095,,
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,15240,,
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,22415,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,23721,,
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,24724,,
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,25066,,
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,18035,,
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,35635,,
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,12850,,
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,25697,,
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,21773,,
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,32093,,
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,16234,,
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,18806,,
