"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","TIME","TIME","Value","Flag Codes","Flags"
"AUT","Austria","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.7,"E","Estimated value"
"BEL","Belgium","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",2.2,"E","Estimated value"
"CAN","Canada","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",2.6,"E","Estimated value"
"CZE","Czech Republic","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.4,"E","Estimated value"
"DNK","Denmark","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.9,"E","Estimated value"
"FIN","Finland","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.9,"E","Estimated value"
"FRA","France","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.8,"E","Estimated value"
"DEU","Germany","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.8,"E","Estimated value"
"GRC","Greece","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.2,"E","Estimated value"
"HUN","Hungary","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1,"E","Estimated value"
"ISL","Iceland","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.6,"E","Estimated value"
"IRL","Ireland","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",2.1,"E","Estimated value"
"ITA","Italy","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.4,"E","Estimated value"
"JPN","Japan","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.8,"E","Estimated value"
"KOR","Korea","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.4,"E","Estimated value"
"LUX","Luxembourg","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.9,"E","Estimated value"
"MEX","Mexico","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1,"E","Estimated value"
"NLD","Netherlands","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",2,"E","Estimated value"
"NZL","New Zealand","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",2.3,"E","Estimated value"
"NOR","Norway","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",2,"E","Estimated value"
"POL","Poland","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1,"E","Estimated value"
"PRT","Portugal","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.6,"E","Estimated value"
"SVK","Slovak Republic","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.2,"E","Estimated value"
"ESP","Spain","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.8,"E","Estimated value"
"SWE","Sweden","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.7,"E","Estimated value"
"CHE","Switzerland","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.8,"E","Estimated value"
"TUR","Turkey","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",0.9,"E","Estimated value"
"GBR","United Kingdom","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.8,"E","Estimated value"
"USA","United States","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",2.3,"E","Estimated value"
"BRA","Brazil","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.4,"E","Estimated value"
"CHL","Chile","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.3,"E","Estimated value"
"EST","Estonia","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.6,"E","Estimated value"
"ISR","Israel","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.1,"E","Estimated value"
"RUS","Russia","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",0.9,"E","Estimated value"
"SVN","Slovenia","HO_NUMR","Rooms per person","L","Value","MN","Men","2013","2013",1.4,"E","Estimated value"
"AUS","Australia","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2.3,"E","Estimated value"
"AUT","Austria","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.7,"E","Estimated value"
"BEL","Belgium","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2.2,"E","Estimated value"
"CAN","Canada","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2.6,"E","Estimated value"
"CZE","Czech Republic","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.4,"E","Estimated value"
"DNK","Denmark","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.9,"E","Estimated value"
"FIN","Finland","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.9,"E","Estimated value"
"FRA","France","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.8,"E","Estimated value"
"DEU","Germany","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.8,"E","Estimated value"
"GRC","Greece","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.2,"E","Estimated value"
"HUN","Hungary","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1,"E","Estimated value"
"ISL","Iceland","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.6,"E","Estimated value"
"IRL","Ireland","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2.1,"E","Estimated value"
"ITA","Italy","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.4,"E","Estimated value"
"JPN","Japan","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.8,"E","Estimated value"
"KOR","Korea","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.4,"E","Estimated value"
"LUX","Luxembourg","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.9,"E","Estimated value"
"MEX","Mexico","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1,"E","Estimated value"
"NLD","Netherlands","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2,"E","Estimated value"
"NZL","New Zealand","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2.3,"E","Estimated value"
"NOR","Norway","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2,"E","Estimated value"
"POL","Poland","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1,"E","Estimated value"
"PRT","Portugal","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.6,"E","Estimated value"
"SVK","Slovak Republic","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.2,"E","Estimated value"
"ESP","Spain","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.8,"E","Estimated value"
"SWE","Sweden","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.7,"E","Estimated value"
"CHE","Switzerland","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.8,"E","Estimated value"
"TUR","Turkey","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",0.9,"E","Estimated value"
"GBR","United Kingdom","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.8,"E","Estimated value"
"USA","United States","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",2.3,"E","Estimated value"
"BRA","Brazil","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.4,"E","Estimated value"
"CHL","Chile","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.3,"E","Estimated value"
"EST","Estonia","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.6,"E","Estimated value"
"ISR","Israel","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.1,"E","Estimated value"
"RUS","Russia","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",0.9,"E","Estimated value"
"SVN","Slovenia","HO_NUMR","Rooms per person","L","Value","WMN","Women","2013","2013",1.4,"E","Estimated value"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",28884,,
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",28852,,
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",26874,,
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",28194,,
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",16957,,
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",24682,,
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",25739,,
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",28310,,
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",28799,,
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",20440,,
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",13858,,
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",21201,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",24104,,
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",24216,,
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",24147,,
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",17337,,
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",35517,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",12732,,
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",25493,,
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",21892,,
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",31459,,
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",15371,,
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",19366,,
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",16682,,
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",22847,,
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",26242,,
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",30060,,
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",13044,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",26904,,
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",38001,,
"OTO","OECD - Total","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",23047,"E","Estimated value"
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",10225,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",11039,,
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",12800,,
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",19120,"E","Estimated value"
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",15286,,
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","2013","2013",19119,,
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",28884,"E","Estimated value"
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",28852,"E","Estimated value"
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",26874,"E","Estimated value"
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",28194,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",16957,"E","Estimated value"
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",24682,"E","Estimated value"
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",25739,"E","Estimated value"
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",28310,"E","Estimated value"
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",28799,"E","Estimated value"
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",20440,"E","Estimated value"
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",13858,"E","Estimated value"
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",21201,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",24104,"E","Estimated value"
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",24216,"E","Estimated value"
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",24147,"E","Estimated value"
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",17337,"E","Estimated value"
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",35517,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",12732,"E","Estimated value"
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",25493,"E","Estimated value"
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",21892,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",31459,"E","Estimated value"
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",15371,"E","Estimated value"
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",19366,"E","Estimated value"
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",16682,"E","Estimated value"
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",22847,"E","Estimated value"
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",26242,"E","Estimated value"
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",30060,"E","Estimated value"
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",13044,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",26904,"E","Estimated value"
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","2013","2013",38001,"E","Estimated value"
